beta_s,T_kin_gev,chi2,norm,n_val,delta_chi2,inside_68cl
0.1,0.32537190239050007,8965.766895543933,568.141753338266,0.1000000023570147,7676.89403851371,False
0.13541666666666669,0.3237992019865159,8826.698501196528,575.7131672462507,0.10000000235462211,7537.825644166305,False
0.17083333333333334,0.3213924921943139,8656.19017172011,587.8368992191309,0.1000000193617531,7367.317314689888,False
0.20625,0.31797368137864424,8462.045600081972,605.9893579930188,0.10000000001758767,7173.172743051749,False
0.24166666666666667,0.31342253023647826,8253.147076767978,631.6030006950845,0.10000000061411496,6964.274219737756,False
0.27708333333333335,0.307690437125418,8038.816709641961,666.1638718188851,0.10000000013738969,6749.943852611737,False
0.3125,0.30080440681935117,7828.157290085198,711.1813749032409,0.10000000000174361,6539.284433054974,False
0.34791666666666665,0.292863413399969,7629.510325165874,768.1616483068119,0.1000000063403811,6340.63746813565,False
0.3833333333333333,0.2839886128531845,7450.1051354224755,838.9724287768654,0.10000000013741024,6161.232278392252,False
0.41874999999999996,0.27432392057459515,7295.894809055352,925.7519525525031,0.10000000217040296,6007.0219520251285,False
0.4541666666666666,0.2640206278878853,7171.5267539690285,1031.0029515718352,0.10000000176999849,5882.653896938806,False
0.48958333333333337,0.25319278533567513,7080.387912819999,1158.2473000420061,0.10000043520374481,5791.515055789776,False
0.525,0.26713765715515714,6943.99745420332,999.3587588004651,0.5584339464800276,5655.124597173097,False
0.5604166666666667,0.2685074139196747,6761.455762557597,986.5363241352959,0.8326223599725409,5472.582905527373,False
0.5958333333333333,0.26856956050499037,6539.9927145763695,987.8042370455486,1.1022820335291077,5251.119857546146,False
0.63125,0.2679335798250746,6276.4033067617265,997.0200263796575,1.3801348333531354,4987.530449731503,False
0.6666666666666666,0.26675012115384333,5964.5634494426085,1013.1379178746666,1.6727887925733784,4675.690592412386,False
0.7020833333333333,0.2650268421063336,5596.1129120852665,1036.8148648156455,1.9865632938369493,4307.240055055043,False
0.7374999999999999,0.2626173679902896,5160.628725419386,1071.0357388477867,2.3277083442598796,3871.7558683891625,False
0.7729166666666666,0.25919098266285734,4646.125532443321,1122.040536283608,2.7013702977531295,3357.252675413098,False
0.8083333333333332,0.25410491821292147,4040.9213331247947,1203.0063454024096,3.1085644607370986,2752.0484760945715,False
0.84375,0.24616885680484074,3339.1507353805737,1343.0543440414003,3.536219954124076,2050.2778783503504,False
0.8791666666666667,0.23321666544852643,2555.8413838136585,1614.987891043777,3.9327299502138056,1266.9685267834352,False
0.9145833333333333,0.20922662180729498,1772.5528712320147,2312.304809930332,3.9999999938245763,483.68001420179144,False
0.95,0.16564773492615248,1288.8728570302233,4911.793764515841,3.321965538265525,0.0,True
