beta_s,T_kin_gev,chi2,norm,n_val,delta_chi2,inside_68cl
0.1,0.2947034206340659,6690.678578757796,264.3390747239981,0.10000000159094954,5426.75301047974,False
0.13541666666666669,0.2927004583630864,6588.02186632299,269.36785693640263,0.10000000011243089,5324.096298044934,False
0.17083333333333334,0.28979666114073543,6464.999900775635,277.1127340192993,0.10000000038379377,5201.074332497579,False
0.20625,0.2858644915158608,6328.909637632301,288.3313245355196,0.10000000047348111,5064.984069354246,False
0.24166666666666667,0.2808392976856892,6187.502172988167,303.79753857204594,0.10000000040671882,4923.5766047101115,False
0.27708333333333335,0.27473678332863877,6048.276161953861,324.25938457116507,0.1000000001484506,4784.350593675806,False
0.3125,0.2676417507308864,5917.879763084094,350.46026307766823,0.10000000395857388,4653.954194806038,False
0.34791666666666665,0.2596826652631759,5801.72587701376,383.2081850514121,0.10000000012234445,4537.800308735704,False
0.3833333333333333,0.25101105968904974,5703.838029209335,423.38712157524395,0.1000000002531395,4439.912460931279,False
0.41874999999999996,0.24177545785206722,5626.877394152622,472.05621590436004,0.10000005783415979,4362.951825874567,False
0.4541666666666666,0.24450349831013551,5564.894673915584,457.22189265437805,0.3662994397681101,4300.969105637528,False
0.48958333333333337,0.24802977889901712,5461.702976665592,438.95824366672815,0.7115757363661352,4197.7774083875365,False
0.525,0.24876422703865192,5331.488200103937,435.7313034510419,1.0172049136629748,4067.562631825881,False
0.5604166666666667,0.24864574271112488,5175.0419972760465,437.16526684025,1.3256707456432122,3911.1164289979906,False
0.5958333333333333,0.24804545117394874,4989.705657674945,441.505685664927,1.6488875154840645,3725.780089396889,False
0.63125,0.24708985629784896,4771.226599398162,448.2790883199617,1.9948655248984017,3507.301031120106,False
0.6666666666666666,0.24579997039489623,4513.9889125817535,457.71955548822,2.373655912499154,3250.0633443036977,False
0.7020833333333333,0.2441552403400545,4210.982924112783,470.3483934547379,2.7974086567307195,2947.057355834727,False
0.7374999999999999,0.24204714771024424,3853.8498224722634,487.4862814926396,3.2833711624731277,2589.9242541942076,False
0.7729166666666666,0.23922278968113045,3433.477328638699,511.8837563228489,3.85318770686214,2169.551760360643,False
0.8083333333333332,0.22882570591274776,2952.300273344073,598.057775298716,3.999999995098724,1688.374705066017,False
0.84375,0.2138435405146838,2436.302440181278,756.6771266769194,3.9999999994678688,1172.376871903222,False
0.8791666666666667,0.1953006075269682,1907.3088067663205,1039.1273734328674,3.9999999985538217,643.3832384882644,False
0.9145833333333333,0.17181947063684896,1430.528028565293,1629.5510395071915,3.9999999999161484,166.6024602872369,False
0.95,0.14006641447912824,1263.925568278056,3350.1274465658207,3.9999999809002658,0.0,True
