beta_s,T_kin_gev,chi2,norm,n_val,delta_chi2,inside_68cl
0.1,0.3223429308752144,6541.058498879199,321.84527900275793,0.10000000001691235,5437.641667448657,False
0.13541666666666669,0.3200617478908106,6436.233655532376,328.4076416743411,0.1000000009733185,5332.816824101834,False
0.17083333333333334,0.316781142257133,6310.1953785281285,338.3566940116498,0.10000000000209974,5206.778547097587,False
0.20625,0.31238865661276166,6170.080454258963,352.5111886547577,0.10000000001308697,5066.663622828421,False
0.24166666666666667,0.3068310995178942,6023.467379968678,371.7343076492878,0.10000000021495581,4920.050548538136,False
0.27708333333333335,0.3001329079458764,5877.713966090879,396.8890721133847,0.10000000006734813,4774.297134660337,False
0.3125,0.2923854269706688,5739.407465201787,428.85354594945755,0.10000000000012739,4635.9906337712455,False
0.34791666666666665,0.2837208658592857,5614.016080860151,468.5975058568336,0.10000000024848138,4510.59924942961,False
0.3833333333333333,0.2742973023579829,5505.751336680663,517.1913729926526,0.1000000000045058,4402.334505250121,False
0.41874999999999996,0.26426712727042245,5417.591369273292,575.9496990456666,0.10000000012188093,4314.1745378427495,False
0.4541666666666666,0.25377544011395997,5351.396799600586,646.417619383208,0.10000002820742371,4247.979968170044,False
0.48958333333333337,0.2657968431264308,5264.79381656911,567.6829260193291,0.565759317366317,4161.376985138568,False
0.525,0.26719118224167476,5141.888758915259,560.2250273213645,0.8683294903274971,4038.471927484717,False
0.5604166666666667,0.26720597639012333,4992.711947695632,561.4459566838623,1.1647853394706627,3889.29511626509,False
0.5958333333333333,0.2665602522381878,4815.588293366512,567.1082488274869,1.4711240645052523,3712.1714619359695,False
0.63125,0.2654765067809075,4606.812885410584,576.126415783404,1.7967348929631606,3503.3960539800423,False
0.6666666666666666,0.26401711569515834,4361.2401073135825,588.4721269551768,2.1500497616104406,3257.8232758830404,False
0.7020833333333333,0.26213286479182124,4072.3779327141747,605.0042709357896,2.5403956532279994,2968.9611012836326,False
0.7374999999999999,0.259688140591996,3732.5423619571798,627.5487814596341,2.9802209851865125,2629.1255305266377,False
0.7729166666666666,0.2563206659273401,3333.573905225036,660.346928981582,3.4812944312200576,2230.157073794494,False
0.8083333333333332,0.25065238925786054,2869.2419508826056,718.2299660551547,3.99999990069547,1765.8251194520635,False
0.84375,0.2347868744062399,2356.983076503452,896.4364574813795,3.9999999173165084,1253.56624507291,False
0.8791666666666667,0.2150170208390252,1825.413785984043,1210.4201368708934,3.9999999999993934,721.9969545535009,False
0.9145833333333333,0.18980580177341433,1330.381490730501,1857.258731758394,3.9999999973178677,226.96465929995884,False
0.95,0.15555381587795203,1103.416831430542,3690.4486362001203,3.99999997746286,0.0,True
