beta_s,T_kin_gev,chi2,norm,n_val,delta_chi2,inside_68cl
0.1,0.34648350721691257,6827.498665788954,872.5408017118216,0.10000000039053723,6104.293248327228,False
0.13541666666666669,0.344471336643005,6710.515498670096,887.4295353075144,0.1000000000515967,5987.31008120837,False
0.17083333333333334,0.341607471533952,6566.158255028432,909.222660151249,0.10000000660365128,5842.952837566706,False
0.20625,0.33777146178714457,6400.2474343066015,939.5625287129841,0.10000000005643306,5677.042016844875,False
0.24166666666666667,0.33286249348670655,6219.459404258377,980.3359221805106,0.10000000006042097,5496.253986796651,False
0.27708333333333335,0.3268389223529467,6030.9502155956,1033.538796282107,0.10000000006142072,5307.744798133874,False
0.3125,0.3197097816692846,5841.954432639047,1101.362976162116,0.10000000000006692,5118.749015177321,False
0.34791666666666665,0.31153775318005217,5659.425698679824,1186.1985236113949,0.10000000000000427,4936.220281218098,False
0.3833333333333333,0.30240699651425057,5489.765440205991,1290.99816054442,0.10000000000574805,4766.560022744265,False
0.41874999999999996,0.2924428489606989,5338.651512858374,1419.0098233900126,0.10000000131297951,4615.446095396648,False
0.4541666666666666,0.2817638945170242,5210.94932373909,1574.442575426426,0.10000000030172806,4487.743906277364,False
0.48958333333333337,0.27048740898976503,5110.67484980714,1762.5023650520895,0.1000000160535343,4387.469432345414,False
0.525,0.2712337013345479,5032.635139684611,1751.3979175601369,0.2860579763611036,4309.429722222885,False
0.5604166666666667,0.27529575160474695,4907.33637422395,1685.023637171666,0.5670732991771885,4184.130956762224,False
0.5958333333333333,0.2755854513529061,4748.227110877954,1684.4202680580897,0.807504100620153,4025.021693416228,False
0.63125,0.2745873853333324,4557.416481128327,1706.7363227956973,1.0427325061829966,3834.211063666601,False
0.6666666666666666,0.272722923983323,4332.185843846047,1746.078927122583,1.2801339959244267,3608.9804263843207,False
0.7020833333333333,0.2700799781094217,4067.7085750150472,1802.81383496668,1.5231964812061878,3344.503157553321,False
0.7374999999999999,0.2665701318015214,3757.4595737488216,1881.4903387164886,1.773950266487395,3034.2541562870956,False
0.7729166666666666,0.26196411860129665,3393.318572025685,1991.486027890739,2.033302350088129,2670.113154563959,False
0.8083333333333332,0.2557980603684804,2965.942224378959,2151.9901076161623,2.299767644756849,2242.7368069172335,False
0.84375,0.2472010143862235,2466.386081749323,2404.2656759645306,2.5645433932829866,1743.180664287597,False
0.8791666666666667,0.2344568910863463,1891.9294417684068,2850.8985799095653,2.7990959308816725,1168.724024306681,False
0.9145833333333333,0.21376930913468636,1266.9395205709827,3824.6029579397314,2.9098457912188542,543.7341031092569,False
0.95,0.17414125529822871,723.2054174617258,7247.017778036042,2.5387009418264634,0.0,True
