beta_s,T_kin_gev,chi2,norm,n_val,delta_chi2,inside_68cl
0.1,0.3398543747570056,6398.731140049899,374.07613403285876,0.10000000005068134,5361.434736587898,False
0.13541666666666669,0.33737065439266717,6294.2720792936225,382.07892029102123,0.10000004715954901,5256.975675831622,False
0.17083333333333334,0.3338559812704621,6168.395153274333,393.9201714410642,0.10000000944144352,5131.098749812332,False
0.20625,0.3291756282322313,6028.008007677744,410.63511520582404,0.10000000020072854,4990.711604215743,False
0.24166666666666667,0.3233004060024579,5880.456344297658,433.1027907203356,0.10000000001558043,4843.159940835657,False
0.27708333333333335,0.3162540250872655,5732.903172246274,462.2813959972125,0.10000000000019432,4695.606768784273,False
0.3125,0.30812170043070125,5591.812732146632,499.2250210975192,0.10000000456566856,4554.516328684631,False
0.34791666666666665,0.2990435254627856,5462.620012519903,545.0088058797896,0.10000000104452293,4425.323609057902,False
0.3833333333333333,0.2891689382019622,5349.59605642863,600.926966476429,0.10000000291791339,4312.299652966629,False
0.41874999999999996,0.2786567292821941,5255.863920797645,668.4765355658334,0.10000003846113843,4218.567517335644,False
0.4541666666666666,0.26765103189163897,5183.501050729911,749.4912472808946,0.10000001281692289,4146.20464726791,False
0.48958333333333337,0.2764545985137067,5108.809743418563,685.1698980568093,0.4731856223487007,4071.513339956562,False
0.525,0.2786595692411995,4992.477612005502,671.1752680531938,0.7788218275377218,3955.1812085435013,False
0.5604166666666667,0.27886192951546557,4849.687747945014,671.4167082948505,1.068531442715803,3812.391344483013,False
0.5958333333333333,0.2782399128536728,4679.669317294624,677.8058211157552,1.3650232784559613,3642.3729138326235,False
0.63125,0.2770960497386451,4479.168235210075,688.5468581312659,1.6775419491667232,3441.8718317480743,False
0.6666666666666666,0.27550865529846524,4243.44269776798,703.5559537780025,2.013878231714182,3206.1462943059787,False
0.7020833333333333,0.2734297945934255,3966.4622290164507,723.8495538144911,2.381774854151494,2929.16582555445,False
0.7374999999999999,0.27068041800669135,3641.112262201671,751.8994476279447,2.7900386097401926,2603.81585873967,False
0.7729166666666666,0.26691015459135115,3259.889843575411,792.632707543108,3.247609334102856,2222.59344011341,False
0.8083333333333332,0.2613843880015747,2816.952531038705,856.8013396311704,3.756739758453057,1779.6561275767042,False
0.84375,0.24858697689897,2316.7531942840415,1017.7788858816917,3.999999930949292,1279.4567908220408,False
0.8791666666666667,0.22816448573314174,1791.9436051637545,1357.5836782902377,3.9999999974263853,754.6472017017538,False
0.9145833333333333,0.20199056741429955,1295.1474617569406,2049.346377575251,3.9999999999016342,257.85105829494,False
0.95,0.1648552867123607,1037.2964034620006,4069.451465161405,3.875321625227363,0.0,True
