beta_s,T_kin_gev,chi2,norm,n_val,delta_chi2,inside_68cl
0.1,0.34427375039925817,7453.156830155864,768.0787360364855,0.10000000081026263,6608.298744191927,False
0.13541666666666669,0.34240736037624775,7327.780989633647,780.1421526976242,0.10000000000186601,6482.922903669711,False
0.17083333333333334,0.3396863789871691,7173.315070744515,798.2752926570174,0.10000000481877981,6328.456984780578,False
0.20625,0.3359531144468725,6996.206235591965,824.1997275894935,0.10000000003267125,6151.348149628029,False
0.24166666666666667,0.3311061076050436,6803.834216945328,859.612169752981,0.10000000117289254,5958.976130981391,False
0.27708333333333335,0.32510456803590687,6604.0582533317165,906.3214053383922,0.10000000041635593,5759.2001673677805,False
0.3125,0.31796022110481104,6404.741077440177,966.3161159120358,0.10000000026957176,5559.882991476241,False
0.34791666666666665,0.30975006304461367,6213.337028980048,1041.666121387519,0.10000000019159609,5368.478943016111,False
0.3833333333333333,0.300576173260112,6036.5983835926045,1134.9079816123588,0.1000000000023489,5191.7402976286685,False
0.41874999999999996,0.29057511882646925,5880.406265397233,1248.844933039265,0.10000000006401842,5035.548179433297,False
0.4541666666666666,0.2798783976445299,5749.69741553917,1387.0397987495226,0.10000000007832403,4904.839329575234,False
0.48958333333333337,0.2685985539499995,5648.446103146226,1554.2356397168903,0.10000000095840644,4803.58801718229,False
0.525,0.2732515271531618,5559.641176700571,1484.8281635012663,0.35599612667688213,4714.783090736635,False
0.5604166666666667,0.27612806858563615,5417.260468930289,1445.5574054530648,0.6286182727226062,4572.402382966353,False
0.5958333333333333,0.27623881384698773,5239.817882977524,1447.654544362667,0.8746490593897909,4394.959797013587,False
0.63125,0.27521670560984396,5027.869796527969,1467.2994812932275,1.1185347835032902,4183.011710564033,False
0.6666666666666666,0.27338790430878057,4777.931387694912,1500.8470800217779,1.3670532930255888,3933.0733017309753,False
0.7020833333333333,0.2708047286763842,4484.430836181667,1549.0927912975515,1.6238136445199733,3639.57275021773,False
0.7374999999999999,0.2673685875322427,4140.044761540425,1616.1366597937695,1.8915849976567276,3295.186675576488,False
0.7729166666666666,0.26281769764650903,3735.8571719911406,1710.7195555775133,2.1716838466486035,2890.999086027204,False
0.8083333333333332,0.2566505865286228,3261.9566056695708,1850.4079630474544,2.462731540536817,2417.0985197056343,False
0.84375,0.2479361409696603,2709.6596358157694,2073.0894511198962,2.7552350765757168,1864.801549851833,False
0.8791666666666667,0.23486139380431398,2078.8641243585134,2473.6831796145225,3.0163191162308203,1234.006038394577,False
0.9145833333333333,0.21350280134981586,1403.1956269773925,3361.510366031763,3.1383460908314222,558.3375410134561,False
0.95,0.1724676626182781,844.8580859639364,6574.676602471169,2.699259647207328,0.0,True
