,norm_1,temperature_1,U_1
norm_1,0.851851240501494,-0.0037574244610145166,-1.770314460683048e-08
temperature_1,-0.0037574244610145166,1.877905602871498e-05,-1.2249359266454178e-09
U_1,-1.770314460683048e-08,-1.2249359266454178e-09,1.0844257861869843e-10
