,norm_1,temperature_1,q_1,norm_2,temperature_2,q_2,norm_3,temperature_3,q_3
norm_1,22.685696674381965,-0.0249936133675406,-0.00998027504795927,34.807026663121576,-0.0008852649337799363,0.003559528182159035,-17.567460296276604,-0.027076526531239573,-0.13291820431030402
temperature_1,-0.0249936133675406,9.675966993522654e-05,-5.4355259987389856e-05,0.13900923293407913,-7.03200961189371e-07,2.797629371401973e-06,0.005691380008940968,3.9936929302897017e-05,-0.0002329079911157791
q_1,-0.00998027504795927,-5.4355259987389856e-05,0.00011796447652911713,0.08619879763661047,-7.983272937848797e-07,-3.305616890840648e-05,0.04594283904428359,7.42615719069336e-05,0.00030077536602980063
norm_2,34.807026663121576,0.13900923293407913,0.08619879763661047,65203.19904543741,-0.3840472272873739,0.24514007918712136,-87.58209507001402,2.484978405240116,-2.7035184377048336
temperature_2,-0.0008852649337799363,-7.03200961189371e-07,-7.983272937848797e-07,-0.3840472272873739,2.9525753227899022e-06,-2.223532188735608e-06,-0.006841890152503856,5.235892052069424e-06,1.010277100966732e-05
q_2,0.003559528182159035,2.797629371401973e-06,-3.305616890840648e-05,0.24514007918712136,-2.223532188735608e-06,1.849131702569169e-05,-0.004322915437136944,-5.947671292740741e-05,8.101860236869786e-06
norm_3,-17.567460296276604,0.005691380008940968,0.04594283904428359,-87.58209507001402,-0.006841890152503856,-0.004322915437136944,168.59572256682512,-0.46382853752251085,0.5957296476057256
temperature_3,-0.027076526531239573,3.9936929302897017e-05,7.42615719069336e-05,2.484978405240116,5.235892052069424e-06,-5.947671292740741e-05,-0.46382853752251085,0.0024031319757710935,-0.0023402891921539414
q_3,-0.13291820431030402,-0.0002329079911157791,0.00030077536602980063,-2.7035184377048336,1.010277100966732e-05,8.101860236869786e-06,0.5957296476057256,-0.0023402891921539414,0.005977449592012286
