,norm_1,temperature_1,U_1
norm_1,2.105865796015063,-0.00593537112585553,-1.3632602044044038e-08
temperature_1,-0.00593537112585553,1.93872951241582e-05,-5.411866844147497e-10
U_1,-1.3632602044044038e-08,-5.411866844147497e-10,2.295485085058092e-09
