,norm_1,temperature_1,q_1
norm_1,19653.619881550596,-0.20973129103773586,0.18146422619084024
temperature_1,-0.20973129103773586,2.3070721401647475e-06,-2.0947261384137495e-06
q_1,0.18146422619084024,-2.0947261384137495e-06,2.2144334147227196e-06
