,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2
norm_1,13.403581106308616,0.04464788136531186,0.011564326680158067,7.908002110922783,-404.501120132865,-8.250765778093366e-05,0.0031879826181287186,0.03411377941045114
temperature_1,0.04464788136531186,0.0001773966001222782,4.168652978093523e-05,0.02884755821698772,-1.4472441236752698,-2.7294763917596387e-07,1.1683700221808728e-05,0.00012283612806405692
beta_s_1,0.011564326680158067,4.168652978093523e-05,1.256140458538821e-05,0.0074778873368483165,-0.37055394354651183,-5.5993911665208054e-08,3.1410659842909572e-06,3.0505029412759727e-05
n_1,7.908002110922783,0.02884755821698772,0.0074778873368483165,4.985429772764358,-250.58569163538493,-4.4020932367398343e-05,0.0020572821358406596,0.021023970327528254
norm_2,-404.501120132865,-1.4472441236752698,-0.37055394354651183,-250.58569163538493,43466.27485608,-0.013903120956816763,-0.09912648926371606,-0.5547644857933092
temperature_2,-8.250765778093366e-05,-2.7294763917596387e-07,-5.5993911665208054e-08,-4.4020932367398343e-05,-0.013903120956816763,3.2282728988913756e-08,-2.7718371996637895e-08,5.713223901875647e-07
beta_s_2,0.0031879826181287186,1.1683700221808728e-05,3.1410659842909572e-06,0.0020572821358406596,-0.09912648926371606,-2.7718371996637895e-08,9.823929693858664e-07,1.0102670057385847e-05
n_2,0.03411377941045114,0.00012283612806405692,3.0505029412759727e-05,0.021023970327528254,-0.5547644857933092,5.713223901875647e-07,1.0102670057385847e-05,0.0003103841823287292
