,norm_1,temperature_1,U_1
norm_1,1.6957507552089273,-0.00511665153597591,-8.588652272324641e-08
temperature_1,-0.00511665153597591,1.785984427350339e-05,-3.736604037474004e-09
U_1,-8.588652272324641e-08,-3.736604037474004e-09,1.3528706849774897e-09
