,norm_1,temperature_1,U_1
norm_1,27.626442100199398,-0.031078701987680032,3.519229398101721e-08
temperature_1,-0.031078701987680032,3.955998157489193e-05,5.863455983928812e-10
U_1,3.519229398101721e-08,5.863455983928812e-10,8.369305540930364e-09
