,norm_1,temperature_1,q_1
norm_1,26639.63388656966,-0.252662056801204,0.22000840436652003
temperature_1,-0.252662056801204,2.4681272764490892e-06,-2.2538237546995843e-06
q_1,0.22000840436652003,-2.2538237546995843e-06,2.3971332726806713e-06
