,norm_1,temperature_1,U_1
norm_1,4.704228213021619,-0.008650553032026916,-8.223553891565806e-10
temperature_1,-0.008650553032026916,1.8150476549104374e-05,-2.2547633827862374e-11
U_1,-8.223553891565806e-10,-2.2547633827862374e-11,4.4420878676306525e-12
