,norm_1,temperature_1,q_1
norm_1,48129.32548090666,-0.361281225719293,0.32228340062662325
temperature_1,-0.361281225719293,2.788090144754815e-06,-2.605881351724884e-06
q_1,0.32228340062662325,-2.605881351724884e-06,2.844118424287736e-06
