,norm_1,temperature_1,q_1
norm_1,154122.0175782628,-0.7894901393267648,0.782352297955026
temperature_1,-0.7894901393267648,4.149707476451267e-06,-4.310975239242008e-06
q_1,0.782352297955026,-4.310975239242008e-06,5.28352395364076e-06
