,norm_1,temperature_1,q_1
norm_1,4488.767739458514,-0.1510970499022211,0.11905986653875118
temperature_1,-0.1510970499022211,5.3365679531532325e-06,-4.500967886466561e-06
q_1,0.11905986653875118,-4.500967886466561e-06,4.380639672962932e-06
