,norm_1,temperature_1,U_1
norm_1,9.09018294781144,-0.013500068498781435,3.143833903891136e-10
temperature_1,-0.013500068498781435,2.2979868898588332e-05,6.86284759081489e-12
U_1,3.143833903891136e-10,6.86284759081489e-12,3.4155805249505566e-13
