,norm_1,temperature_1,q_1
norm_1,6857.6007175989325,-0.1305636084461398,0.10779211488058334
temperature_1,-0.1305636084461398,2.5794391533131183e-06,-2.248631834126395e-06
q_1,0.10779211488058334,-2.248631834126395e-06,2.2663316510817983e-06
