,norm_1,temperature_1,U_1
norm_1,1.8304850022535997,-0.00603948225048382,2.2851654063935447e-08
temperature_1,-0.00603948225048382,2.311194372072453e-05,1.1262496119226525e-09
U_1,2.2851654063935447e-08,1.1262496119226525e-09,2.2260521073582225e-08
