,norm_1,temperature_1,beta_s_1,n_1
norm_1,787725750.812158,-512.9149974512565,164.18131461145137,-7044.152427487025
temperature_1,-512.9149974512565,0.0003340353682227355,-0.00010690976220722155,0.0045911384004668565
beta_s_1,164.18131461145137,-0.00010690976220722155,3.429119354239391e-05,-0.0014657849626438446
n_1,-7044.152427487025,0.0045911384004668565,-0.0014657849626438446,0.0635507327203401
