,norm_1,temperature_1,U_1
norm_1,2.5779051665355537,-0.006853827456414018,4.458886381860688e-09
temperature_1,-0.006853827456414018,2.1138083282951136e-05,1.6605240930431693e-10
U_1,4.458886381860688e-09,1.6605240930431693e-10,1.0456261749174202e-08
