,norm_1,temperature_1,q_1
norm_1,8701.830747169326,-0.1089821652625212,0.05847898917787936
temperature_1,-0.1089821652625212,1.4186594298322376e-06,-8.028117322839772e-07
q_1,0.05847898917787936,-8.028117322839772e-07,5.45218940242347e-07
