,norm_1,temperature_1,U_1
norm_1,86.49612800851128,-0.043272776292570314,-3.632940796745055e-07
temperature_1,-0.043272776292570314,2.2749133874680864e-05,-4.0721714976359535e-09
U_1,-3.632940796745055e-07,-4.0721714976359535e-09,4.200237648656942e-09
