,norm_1,temperature_1,U_1
norm_1,288.2133766193296,-0.0767382506320708,1.4993734486710985e-06
temperature_1,-0.0767382506320708,2.139749108185541e-05,6.3855226758957445e-09
U_1,1.4993734486710985e-06,6.3855226758957445e-09,1.7096580831754633e-08
