,norm_1,temperature_1,beta_s_1,n_1
norm_1,25039.698071320257,-0.3122002924606002,0.22148342091467443,-0.0015910866859468156
temperature_1,-0.3122002924606002,4.015676220848828e-06,-2.954583697954138e-06,2.354203809841002e-08
beta_s_1,0.22148342091467443,-2.954583697954138e-06,2.4980761032150647e-06,-6.9571195169967524e-09
n_1,-0.0015910866859468156,2.354203809841002e-08,-6.9571195169967524e-09,2.4524181125631673e-06
