,norm_1,temperature_1,beta_s_1,n_1
norm_1,67586661.96221966,-78.19582357423398,27.84983262769194,-1236.05656089095
temperature_1,-78.19582357423398,9.053999882220975e-05,-3.222961047243789e-05,0.0014356623575135627
beta_s_1,27.84983262769194,-3.222961047243789e-05,1.158016469208818e-05,-0.0005056619990687566
n_1,-1236.05656089095,0.0014356623575135627,-0.0005056619990687566,0.023385546037581195
