,norm_1,temperature_1,U_1
norm_1,184.99614521896646,-0.05895424725474891,1.1652068008404185e-07
temperature_1,-0.05895424725474891,1.9645178545610777e-05,6.141781418587145e-10
U_1,1.1652068008404185e-07,6.141781418587145e-10,4.1108878799988685e-10
