,norm_1,temperature_1,q_1
norm_1,28560.324158120347,-0.23822996096997645,0.14205871387067578
temperature_1,-0.23822996096997645,2.0543600683054254e-06,-1.289173641559819e-06
q_1,0.14205871387067578,-1.289173641559819e-06,9.847149409023796e-07
