,norm_1,temperature_1,q_1
norm_1,4185.99418586961,-0.10352296535288126,0.054948176149870784
temperature_1,-0.10352296535288126,2.7068734075067884e-06,-1.5642497108035394e-06
q_1,0.054948176149870784,-1.5642497108035394e-06,1.1030820060440741e-06
