,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2
norm_1,174.57731731722737,-0.6828197612631899,0.08951542912864804,3.796177394828282e-05,17929.54249961362,-0.006922118400705306,0.005110524312126698,-0.02173198203239151
temperature_1,-0.6828197612631899,0.0028054728547832895,-0.0004043846583512638,5.4299923845070705e-08,-44.38836731169764,1.9286072129906978e-05,-2.1942181892176733e-05,-2.0506019143850496e-06
beta_s_1,0.08951542912864804,-0.0004043846583512638,6.92426232460954e-05,-1.1431970307580697e-08,-0.4596232710019474,-6.230070223903407e-07,3.400011043406781e-06,1.951139511068819e-05
n_1,3.796177394828282e-05,5.4299923845070705e-08,-1.1431970307580697e-08,8.056191232884892e-06,0.025377325116606328,-7.993794453187921e-09,2.8766542333061268e-09,2.2237144589438163e-08
norm_2,17929.54249961362,-44.38836731169764,-0.4596232710019474,0.025377325116606328,612474528.7046238,-173.18821824100266,65.36194701617691,-1938.16081538372
temperature_2,-0.006922118400705306,1.9286072129906978e-05,-6.230070223903407e-07,-7.993794453187921e-09,-173.18821824100266,4.903926384929898e-05,-1.850173555426763e-05,0.0005511767000101154
beta_s_2,0.005110524312126698,-2.1942181892176733e-05,3.400011043406781e-06,2.8766542333061268e-09,65.36194701617691,-1.850173555426763e-05,7.282095619321518e-06,-0.0002041154119727516
n_2,-0.02173198203239151,-2.0506019143850496e-06,1.951139511068819e-05,2.2237144589438163e-08,-1938.16081538372,0.0005511767000101154,-0.0002041154119727516,0.006551616895951147
