,norm_1,temperature_1,q_1
norm_1,8272.58348550881,-0.12734735608318382,0.0648004248442122
temperature_1,-0.12734735608318382,2.045771857656691e-06,-1.1028060851601652e-06
q_1,0.0648004248442122,-1.1028060851601652e-06,7.085025550453041e-07
