,norm_1,temperature_1,beta_s_1,n_1
norm_1,148408035.7308037,-96.32676512918216,30.832909272193078,-1317.5850275196976
temperature_1,-96.32676512918216,6.258137392732731e-05,-2.0018377604017438e-05,0.0008596389946491245
beta_s_1,30.832909272193078,-2.0018377604017438e-05,6.4773643871926285e-06,-0.0002713596005004181
n_1,-1317.5850275196976,0.0008596389946491245,-0.0002713596005004181,0.01225511703807527
