,norm_1,temperature_1,beta_s_1,n_1
norm_1,20022.868251673983,-0.41730591971213005,0.43412343206628884,3.226339210226712e-08
temperature_1,-0.41730591971213005,8.992837865873197e-06,-9.81151379376574e-06,-8.54028354515012e-13
beta_s_1,0.43412343206628884,-9.81151379376574e-06,1.1956568244138102e-05,5.091982440289362e-13
n_1,3.226339210226712e-08,-8.54028354515012e-13,5.091982440289362e-13,5.291086934202707e-12
