,norm_1,temperature_1,beta_s_1,n_1
norm_1,20201.22988707052,-0.2653832457750542,0.20157535441827523,-1.3122085748050763e-06
temperature_1,-0.2653832457750542,3.5965990552551772e-06,-2.8356350537999904e-06,2.0648368874142182e-11
beta_s_1,0.20157535441827523,-2.8356350537999904e-06,2.5617944996121353e-06,-6.7925629932335265e-12
n_1,-1.3122085748050763e-06,2.0648368874142182e-11,-6.7925629932335265e-12,8.46276570319318e-09
