,norm_1,temperature_1,U_1,norm_2,temperature_2,U_2
norm_1,1109.2012047510566,0.1879458633602708,3.4739903587764465,2.8553714814171953,-0.2791715939467562,-4.115528976003707e-05
temperature_1,0.1879458633602708,0.0006056458829492347,0.0064199969986377,-0.0008432664346388224,8.245382619196676e-05,1.1900741930065409e-08
U_1,3.4739903587764465,0.0064199969986377,0.07021715869734108,-0.004002723670894448,0.0003905524360249099,5.7557426149492025e-08
norm_2,2.8553714814171953,-0.0008432664346388224,-0.004002723670894448,0.02386729174687779,-0.0023916256466770544,2.4636792235485093e-07
temperature_2,-0.2791715939467562,8.245382619196676e-05,0.0003905524360249099,-0.0023916256466770544,0.00024620041950449014,1.4681984159378927e-06
U_2,-4.115528976003707e-05,1.1900741930065409e-08,5.7557426149492025e-08,2.4636792235485093e-07,1.4681984159378927e-06,1.769339115170759e-06
