,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2
norm_1,6.472438769806144,-0.01849567361209696,0.0023477966880428684,0.0956623784847083,104.7953010059374,-0.0001612341606302073,-0.0007545421125610297,-0.008583559559234736
temperature_1,-0.01849567361209696,0.0004521547801377561,-4.106134295926854e-05,0.000996236050613618,-0.22334356027691696,6.903495215952413e-08,-9.405663599666585e-07,1.6270270775970742e-05
beta_s_1,0.0023477966880428684,-4.106134295926854e-05,4.469264972436054e-06,-6.335359069191356e-05,-0.03261233463026515,4.688632409315405e-08,1.5820194987104297e-07,2.671597674855658e-06
n_1,0.0956623784847083,0.000996236050613618,-6.335359069191356e-05,0.0056608500653343875,0.40000059780853653,-2.078295791468275e-06,-1.7592663133089297e-05,-4.4945882526639974e-05
norm_2,104.7953010059374,-0.22334356027691696,-0.03261233463026515,0.40000059780853653,6878071.039554057,-6.006043288554637,3.0530190236141133,-77.8015176762379
temperature_2,-0.0001612341606302073,6.903495215952413e-08,4.688632409315405e-08,-2.078295791468275e-06,-6.006043288554637,5.305943176925904e-06,-2.6591018124294918e-06,7.283743617687119e-05
beta_s_2,-0.0007545421125610297,-9.405663599666585e-07,1.5820194987104297e-07,-1.7592663133089297e-05,3.0530190236141133,-2.6591018124294918e-06,1.692072840039245e-06,-2.8932871451743185e-05
n_2,-0.008583559559234736,1.6270270775970742e-05,2.671597674855658e-06,-4.4945882526639974e-05,-77.8015176762379,7.283743617687119e-05,-2.8932871451743185e-05,0.0015110519625072248
