,norm_1,temperature_1,q_1,norm_2,temperature_2,q_2
norm_1,145238770.12357885,-105.4406816510548,400.69793304610124,-585782.9344462005,21.499589447587734,-5.578723726475876
temperature_1,-105.4406816510548,7.711856683732589e-05,-0.00029803137633878043,0.44342829828393815,-1.622344040371546e-05,4.165892679503993e-06
q_1,400.69793304610124,-0.00029803137633878043,0.0012721400855386024,-2.619373647368694,0.00010086551173016117,-2.963830788135655e-05
norm_2,-585782.9344462005,0.44342829828393815,-2.619373647368694,11927.45966733742,-0.5110718054767688,0.18834496879854667
temperature_2,21.499589447587734,-1.622344040371546e-05,0.00010086551173016117,-0.5110718054767688,2.2397587765626743e-05,-8.619355934883397e-06
q_2,-5.578723726475876,4.165892679503993e-06,-2.963830788135655e-05,0.18834496879854667,-8.619355934883397e-06,3.7140508893878883e-06
