,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2
norm_1,41.17820598815298,-0.3916465702759398,0.07927706285910764,5.589893445544916,2191.3053965478903,-0.0018014460017937637,0.0008780663273088367,0.09723342588561257
temperature_1,-0.3916465702759398,0.005628569528363287,-0.0011922314196201012,-0.004875949397798003,-13.040950715866517,1.1550552481734555e-05,-2.585469840292832e-05,-0.0006022775149166446
beta_s_1,0.07927706285910764,-0.0011922314196201012,0.00026621510808364103,0.0005234439986956636,1.5315513663169706,-1.7349019970994042e-06,6.585767608599989e-06,0.00013678841133262667
n_1,5.589893445544916,-0.004875949397798003,0.0005234439986956636,2.054436180522485,407.7046423436095,-0.00034257018200192264,-0.00025049144745928516,0.023578460734549722
norm_2,2191.3053965478903,-13.040950715866517,1.5315513663169706,407.7046423436095,83431460.91174766,-35.424745118877105,16.44902673084126,-405.44985039602585
temperature_2,-0.0018014460017937637,1.1550552481734555e-05,-1.7349019970994042e-06,-0.00034257018200192264,-35.424745118877105,1.5110988943580192e-05,-6.968867245311779e-06,0.0001733619965845387
beta_s_2,0.0008780663273088367,-2.585469840292832e-05,6.585767608599989e-06,-0.00025049144745928516,16.44902673084126,-6.968867245311779e-06,3.6640880349889866e-06,-7.791438674869123e-05
n_2,0.09723342588561257,-0.0006022775149166446,0.00013678841133262667,0.023578460734549722,-405.44985039602585,0.0001733619965845387,-7.791438674869123e-05,0.002823201586637558
