,norm_1,temperature_1,beta_s_1,n_1
norm_1,15056.669027911776,-0.21208694566880215,0.17989811210651754,6.84048564566108e-08
temperature_1,-0.21208694566880215,3.083400915003983e-06,-2.7220495780598086e-06,-1.1733738535746187e-12
beta_s_1,0.17989811210651754,-2.7220495780598086e-06,2.7537308539519947e-06,4.41809580293968e-13
n_1,6.84048564566108e-08,-1.1733738535746187e-12,4.41809580293968e-13,6.218019436241996e-12
