,norm_1,temperature_1,q_1
norm_1,11486.637256616279,-0.13126692080311506,0.07138778471608848
temperature_1,-0.13126692080311506,1.557319192785101e-06,-8.921895056774454e-07
q_1,0.07138778471608848,-8.921895056774454e-07,6.13186378511147e-07
