,norm_1,temperature_1,q_1
norm_1,6095.1119523014295,-0.10180404229030986,0.052555246462637775
temperature_1,-0.10180404229030986,1.7765834915771854e-06,-9.738176917742442e-07
q_1,0.052555246462637775,-9.738176917742442e-07,6.384141595315355e-07
