,norm_1,temperature_1,beta_s_1,n_1
norm_1,368033746.5611314,-143.74859276547994,39.47219611522929,-1733.3835707161286
temperature_1,-143.74859276547994,5.620883685411961e-05,-1.54176859679471e-05,0.0006815236163025141
beta_s_1,39.47219611522929,-1.54176859679471e-05,4.3422721966411636e-06,-0.0001826754165155742
n_1,-1733.3835707161286,0.0006815236163025141,-0.0001826754165155742,0.00870664942353949
