,norm_1,temperature_1,U_1
norm_1,133.41169263926906,-0.048053427166749145,1.3282593055895152e-06
temperature_1,-0.048053427166749145,1.80441493818821e-05,8.106990718394252e-09
U_1,1.3282593055895152e-06,8.106990718394252e-09,4.7114803022849206e-08
