source_record,source_table,source_table_doi,source_location,description,observable_kind,eta_range,multiplicity_selection,pt_selection,extrapolated,row_index,pt_low_gev,pt_high_gev,pt_center_gev,yield_value,stat_error,sys_error_minus,sys_error_plus,sys_error,total_error,fit_ready,manuscript_bin,mapping_status
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,126-150,,False,44,7.0,8.0,7.5,0.03759,0.003668,,,,0.003668,True,126-150,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,21-30,,False,45,8.0,10.0,9.0,4.192e-05,7.623e-07,,,,7.623e-07,True,21-30,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,31-40,,False,45,8.0,10.0,9.0,0.0003446,3.711e-06,,,,3.711e-06,True,31-40,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,41-50,,False,45,8.0,10.0,9.0,0.0008843,8.599e-06,,,,8.599e-06,True,41-50,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,51-60,,False,45,8.0,10.0,9.0,0.001587,1.703e-05,,,,1.703e-05,True,51-60,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,61-70,,False,45,8.0,10.0,9.0,0.002612,3.35e-05,,,,3.35e-05,True,61-70,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,71-80,,False,45,8.0,10.0,9.0,0.003719,6.341e-05,,,,6.341e-05,True,71-80,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,81-90,,False,45,8.0,10.0,9.0,0.005377,0.0001249,,,,0.0001249,True,81-90,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,91-100,,False,45,8.0,10.0,9.0,0.006925,0.0002391,,,,0.0002391,True,91-100,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,101-125,,False,45,8.0,10.0,9.0,0.009162,0.0004118,,,,0.0004118,True,101-125,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,126-150,,False,45,8.0,10.0,9.0,0.01627,0.001688,,,,0.001688,True,126-150,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,21-30,,False,46,10.0,13.0,11.5,1.178e-05,3.263e-07,,,,3.263e-07,True,21-30,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,31-40,,False,46,10.0,13.0,11.5,9.589e-05,1.581e-06,,,,1.581e-06,True,31-40,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,41-50,,False,46,10.0,13.0,11.5,0.0002653,3.803e-06,,,,3.803e-06,True,41-50,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,51-60,,False,46,10.0,13.0,11.5,0.0004912,7.649e-06,,,,7.649e-06,True,51-60,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,61-70,,False,46,10.0,13.0,11.5,0.0008073,1.504e-05,,,,1.504e-05,True,61-70,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,71-80,,False,46,10.0,13.0,11.5,0.001222,2.935e-05,,,,2.935e-05,True,71-80,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,81-90,,False,46,10.0,13.0,11.5,0.001723,5.711e-05,,,,5.711e-05,True,81-90,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,91-100,,False,46,10.0,13.0,11.5,0.002314,0.0001116,,,,0.0001116,True,91-100,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,101-125,,False,46,10.0,13.0,11.5,0.003428,0.0002034,,,,0.0002034,True,101-125,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,126-150,,False,46,10.0,13.0,11.5,0.007645,0.0009339,,,,0.0009339,True,126-150,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,21-30,,False,47,13.0,20.0,16.5,1.922e-06,8.614e-08,,,,8.614e-08,True,21-30,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,31-40,,False,47,13.0,20.0,16.5,1.731e-05,4.389e-07,,,,4.389e-07,True,31-40,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,41-50,,False,47,13.0,20.0,16.5,4.959e-05,1.074e-06,,,,1.074e-06,True,41-50,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,51-60,,False,47,13.0,20.0,16.5,9.66e-05,2.217e-06,,,,2.217e-06,True,51-60,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,61-70,,False,47,13.0,20.0,16.5,0.0001728,4.545e-06,,,,4.545e-06,True,61-70,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,71-80,,False,47,13.0,20.0,16.5,0.0002631,8.9e-06,,,,8.9e-06,True,71-80,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,81-90,,False,47,13.0,20.0,16.5,0.0003759,1.743e-05,,,,1.743e-05,True,81-90,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,91-100,,False,47,13.0,20.0,16.5,0.0005998,3.712e-05,,,,3.712e-05,True,91-100,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,101-125,,False,47,13.0,20.0,16.5,0.0007988,6.416e-05,,,,6.416e-05,True,101-125,matched_to_manuscript_bin
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,126-150,,False,47,13.0,20.0,16.5,0.001705,0.0002882,,,,0.0002882,True,126-150,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,21-30,,False,1,0.15,0.2,0.175,3.762,0.001453,,,,0.001453,True,21-30,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,31-40,,False,1,0.15,0.2,0.175,10.74,0.003657,,,,0.003657,True,31-40,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,41-50,,False,1,0.15,0.2,0.175,16.7,0.006482,,,,0.006482,True,41-50,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,51-60,,False,1,0.15,0.2,0.175,22.29,0.01084,,,,0.01084,True,51-60,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,61-70,,False,1,0.15,0.2,0.175,27.63,0.01804,,,,0.01804,True,61-70,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,71-80,,False,1,0.15,0.2,0.175,32.79,0.03041,,,,0.03041,True,71-80,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,81-90,,False,1,0.15,0.2,0.175,37.73,0.05205,,,,0.05205,True,81-90,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,91-100,,False,1,0.15,0.2,0.175,42.73,0.09101,,,,0.09101,True,91-100,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,101-125,,False,1,0.15,0.2,0.175,48.36,0.1408,,,,0.1408,True,101-125,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,21-30,,False,2,0.2,0.25,0.225,3.946,0.00107,,,,0.00107,True,21-30,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,31-40,,False,2,0.2,0.25,0.225,10.94,0.002653,,,,0.002653,True,31-40,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,41-50,,False,2,0.2,0.25,0.225,16.76,0.00467,,,,0.00467,True,41-50,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,51-60,,False,2,0.2,0.25,0.225,22.17,0.007771,,,,0.007771,True,51-60,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,61-70,,False,2,0.2,0.25,0.225,27.34,0.01291,,,,0.01291,True,61-70,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,71-80,,False,2,0.2,0.25,0.225,32.29,0.0217,,,,0.0217,True,71-80,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,81-90,,False,2,0.2,0.25,0.225,37.07,0.03711,,,,0.03711,True,81-90,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,91-100,,False,2,0.2,0.25,0.225,41.6,0.06458,,,,0.06458,True,91-100,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,101-125,,False,2,0.2,0.25,0.225,47.42,0.1003,,,,0.1003,True,101-125,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,21-30,,False,3,0.25,0.3,0.275,3.793,0.001019,,,,0.001019,True,21-30,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,31-40,,False,3,0.25,0.3,0.275,10.32,0.002511,,,,0.002511,True,31-40,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,41-50,,False,3,0.25,0.3,0.275,15.65,0.004399,,,,0.004399,True,41-50,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,51-60,,False,3,0.25,0.3,0.275,20.63,0.007306,,,,0.007306,True,51-60,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,61-70,,False,3,0.25,0.3,0.275,25.36,0.01211,,,,0.01211,True,61-70,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,71-80,,False,3,0.25,0.3,0.275,29.88,0.02034,,,,0.02034,True,71-80,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,81-90,,False,3,0.25,0.3,0.275,34.22,0.03475,,,,0.03475,True,81-90,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,91-100,,False,3,0.25,0.3,0.275,38.36,0.06044,,,,0.06044,True,91-100,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,101-125,,False,3,0.25,0.3,0.275,43.6,0.09372,,,,0.09372,True,101-125,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,21-30,,False,4,0.3,0.35,0.32499999999999996,3.526,0.0009687,,,,0.0009687,True,21-30,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,31-40,,False,4,0.3,0.35,0.32499999999999996,9.458,0.00237,,,,0.00237,True,31-40,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,41-50,,False,4,0.3,0.35,0.32499999999999996,14.33,0.004149,,,,0.004149,True,41-50,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,51-60,,False,4,0.3,0.35,0.32499999999999996,18.88,0.006889,,,,0.006889,True,51-60,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,61-70,,False,4,0.3,0.35,0.32499999999999996,23.22,0.01143,,,,0.01143,True,61-70,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,71-80,,False,4,0.3,0.35,0.32499999999999996,27.38,0.0192,,,,0.0192,True,71-80,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,81-90,,False,4,0.3,0.35,0.32499999999999996,31.48,0.03285,,,,0.03285,True,81-90,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,91-100,,False,4,0.3,0.35,0.32499999999999996,35.39,0.05722,,,,0.05722,True,91-100,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,101-125,,False,4,0.3,0.35,0.32499999999999996,39.82,0.08829,,,,0.08829,True,101-125,matched_to_manuscript_bin
ins1735345,Table 2,10.17182/hepdata.91996.v2/t2,Data from figure 2,Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.,pt_spectrum,,21-30,,False,5,0.35,0.4,0.375,3.154,0.0009024,,,,0.0009024,True,21-30,matched_to_manuscript_bin
