cutoff,T_1,T_2,U_1,U_2,chi2_ndf
0.15,1.1107099653018953,0.3460098839657217,2.996650485843443,2.999768494903058,17.570555211633458
0.2,0.35787123415279154,1.1341300256187499,2.9999999864631475,2.9999853137536476,16.652524222759826
0.25,0.3693510772778363,1.155549339828491,2.9999989090514747,2.9999979945050903,15.858834065352903
0.3,0.38048435680444054,1.1762494379280193,2.9999955284475526,2.999994776979279,15.161058985265155
0.35,1.1963942117772368,0.39135801482321797,2.9999858450433643,2.999974127709292,14.532055007765013
0.4,1.2164673344048074,0.40215014634883883,2.999876083963796,2.9999991418367826,13.98645115359074
0.45,0.41269841421962683,1.2343683323708605,2.9984939585566774,2.9928595056015923,13.516459867998046
0.5,0.42371212457873014,1.2574109065859462,2.999999169201966,2.9999709814922895,13.125340851330597
