,norm_1,temperature_1,q_1
norm_1,15444.712886426092,-0.1598423903984864,0.08944497940128918
temperature_1,-0.1598423903984864,1.7149814787267598e-06,-1.010296138679759e-06
q_1,0.08944497940128918,-1.010296138679759e-06,7.158294888482353e-07
