,norm_1,temperature_1,q_1
norm_1,4185.744185482204,-0.10351632251491134,0.05494459257495088
temperature_1,-0.10351632251491134,2.706697944449626e-06,-1.5641552156831173e-06
q_1,0.05494459257495088,-1.5641552156831173e-06,1.1030311293398716e-06
