,norm_1,temperature_1,U_1
norm_1,619.0917456416811,-0.11658932027940848,7.99186909929854e-08
temperature_1,-0.11658932027940848,2.2710646988300467e-05,2.900604679329331e-10
U_1,7.99186909929854e-08,2.900604679329331e-10,1.9076353292905258e-10
