,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2,norm_3,temperature_3,beta_s_3,n_3
norm_1,25986.4291128623,-1.3502304925358353,4.399439069217257e-06,64.69646581250504,-6100.015342593403,-0.18147953237457531,-0.5526617768993912,-16.164624487704746,-56857.195805548195,-0.03811205900107099,-1.287047935119919,0.07314110126489022
temperature_1,-1.3502304925358353,0.0001740641694053196,-1.3813344381548592e-09,0.0037639120237839777,0.052400033885640185,4.399964960589362e-06,6.653258998399568e-05,0.0005441672389850106,2.9243856010968314,1.4047184852728792e-06,2.4852631556608387e-05,-3.4513400889626653e-06
beta_s_1,4.399439069217257e-06,-1.3813344381548592e-09,3.7843393630820486e-10,-5.462116332452648e-09,2.15855982894586e-06,9.656256944012886e-11,6.526385054971726e-10,8.055709766761217e-09,-2.2838710871374214e-05,-1.4895172353034934e-11,-5.458193398903362e-10,5.8050239464581576e-11
n_1,64.69646581250504,0.0037639120237839777,-5.462116332452648e-09,0.6820128863910464,-33.02222251039827,-0.0007226617774124567,0.0023276416573708813,-0.048961755096786574,-156.7402918070562,-0.0001505482192018707,-0.006993598773322747,0.00025512363189894637
norm_2,-6100.015342593403,0.052400033885640185,2.15855982894586e-06,-33.02222251039827,20865.58708273321,-0.6288266173611474,0.9162068862184902,3.297958061013528,-32326.991945935264,-0.030322250513010227,-1.2884041715984063,-0.004179812487530866
temperature_2,-0.18147953237457531,4.399964960589362e-06,9.656256944012886e-11,-0.0007226617774124567,-0.6288266173611474,3.1426839030187314e-05,-2.249968475166367e-05,0.0005513181782371183,2.033672151386989,8.259081241900677e-07,1.0586211656527958e-05,-4.353541650696033e-06
beta_s_2,-0.5526617768993912,6.653258998399568e-05,6.526385054971726e-10,0.0023276416573708813,0.9162068862184902,-2.249968475166367e-05,0.0001648236116409432,0.0016154067988475263,-2.4955693946337054,-2.736065694593316e-06,-0.0001460162345253613,8.177076551016948e-06
n_2,-16.164624487704746,0.0005441672389850106,8.055709766761217e-09,-0.048961755096786574,3.297958061013528,0.0005513181782371183,0.0016154067988475263,0.05116834916631443,14.489210979189593,-4.4584764676754614e-05,-0.0035138004867671106,-9.744801313012849e-05
norm_3,-56857.195805548195,2.9243856010968314,-2.2838710871374214e-05,-156.7402918070562,-32326.991945935264,2.033672151386989,-2.4955693946337054,14.489210979189593,62359516.15683161,-31.835520451549026,285.4466467226593,-25.299748421581405
temperature_3,-0.03811205900107099,1.4047184852728792e-06,-1.4895172353034934e-11,-0.0001505482192018707,-0.030322250513010227,8.259081241900677e-07,-2.736065694593316e-06,-4.4584764676754614e-05,-31.835520451549026,1.7182898000482503e-05,-0.00013390486156913685,1.6029942868761228e-05
beta_s_3,-1.287047935119919,2.4852631556608387e-05,-5.458193398903362e-10,-0.006993598773322747,-1.2884041715984063,1.0586211656527958e-05,-0.0001460162345253613,-0.0035138004867671106,285.4466467226593,-0.00013390486156913685,0.004004435264470073,0.006038998961898274
n_3,0.07314110126489022,-3.4513400889626653e-06,5.8050239464581576e-11,0.00025512363189894637,-0.004179812487530866,-4.353541650696033e-06,8.177076551016948e-06,-9.744801313012849e-05,-25.299748421581405,1.6029942868761228e-05,0.006038998961898274,0.03257520029362767
