,norm_1,temperature_1,U_1
norm_1,127.90866073317707,-0.05067862688450361,3.475703395628926e-07
temperature_1,-0.05067862688450361,2.079747148337958e-05,2.690312615118342e-09
U_1,3.475703395628926e-07,2.690312615118342e-09,1.635772814309205e-08
