,norm_1,temperature_1,U_1
norm_1,133.32486188559298,-0.04801913732135889,2.87840323191826e-08
temperature_1,-0.04801913732135889,1.802928980163919e-05,1.7527265048587162e-10
U_1,2.87840323191826e-08,1.7527265048587162e-10,3.61402208047301e-10
