,norm_1,temperature_1,U_1
norm_1,434.34062594660094,-0.09314529040839598,2.6623369998687644e-07
temperature_1,-0.09314529040839598,2.0622098558379008e-05,1.1278127341904192e-09
U_1,2.6623369998687644e-07,1.1278127341904192e-09,1.8581414517800455e-09
