,norm_1,temperature_1,beta_s_1,n_1
norm_1,159164050.27277943,-103.2875335937086,33.06088862099062,-1412.6292903042809
temperature_1,-103.2875335937086,6.70859971167049e-05,-2.146020553857917e-05,0.0009211453207112129
beta_s_1,33.06088862099062,-2.146020553857917e-05,6.9388422082744465e-06,-0.0002910471860372313
n_1,-1412.6292903042809,0.0009211453207112129,-0.0002910471860372313,0.013094833912474988
