,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2,norm_3,temperature_3,beta_s_3,n_3
norm_1,23274.607360675855,-0.3739794803596767,1.9557365625723249,9.186294490349585,-123527.06068427433,-0.04150121832127231,0.07408761737124284,11.736053583499922,-97.28187914585328,-0.03920215902680208,0.030921550831787676,-1.4268026759846775
temperature_1,-0.3739794803596767,3.0536371934328415e-05,-1.797856565611554e-05,0.00050705728084395,-2.6208781190030463,-9.019299317745123e-07,1.7818169030827355e-06,0.0003674476242036286,-0.001871315057424497,-7.782374232447052e-07,6.17595136248595e-07,-1.6687450526637066e-05
beta_s_1,1.9557365625723249,-1.797856565611554e-05,0.0003161019067367771,0.0022846739282690117,-13.837493241116755,-4.6254564149778365e-06,4.151363663031897e-06,0.0011203579329241145,0.009999577715688455,5.246994299010882e-06,-2.581694190428026e-06,0.0005753920401680774
n_1,9.186294490349585,0.00050705728084395,0.0022846739282690117,0.033761934809766414,-164.09640895818657,-7.597470083930987e-05,7.480420535820967e-05,0.013413081675175416,-0.005470315864488322,5.1175138609990046e-05,-7.9361971164762e-06,0.0010346382440345715
norm_2,-123527.06068427433,-2.6208781190030463,-13.837493241116755,-164.09640895818657,8214232.134255618,-3.3286523219535824,-0.1535962083929708,-265.722086398995,599.0246392131638,0.4014395358861125,-0.47599495707172546,-87.68401332049952
temperature_2,-0.04150121832127231,-9.019299317745123e-07,-4.6254564149778365e-06,-7.597470083930987e-05,-3.3286523219535824,2.5161520006292876e-06,-7.631906551920054e-07,2.302053866361808e-05,-8.193562855311428e-05,7.510837034783806e-08,7.540416340838728e-09,-4.231488356367529e-06
beta_s_2,0.07408761737124284,1.7818169030827355e-06,4.151363663031897e-06,7.480420535820967e-05,-0.1535962083929708,-7.631906551920054e-07,9.64757345253723e-07,0.00011260005951288965,-0.0010789868004019538,-3.984948355269879e-07,7.142592302086849e-07,0.00010638609205478438
n_2,11.736053583499922,0.0003674476242036286,0.0011203579329241145,0.013413081675175416,-265.722086398995,2.302053866361808e-05,0.00011260005951288965,0.029774207802496143,-0.04567504158069232,-2.069939484054022e-05,5.33678296212569e-05,0.013952670406637727
norm_3,-97.28187914585328,-0.001871315057424497,0.009999577715688455,-0.005470315864488322,599.0246392131638,-8.193562855311428e-05,-0.0010789868004019538,-0.04567504158069232,52.36926254905834,-0.04375174521973122,0.0009854222356348882,3.069396157540665
temperature_3,-0.03920215902680208,-7.782374232447052e-07,5.246994299010882e-06,5.1175138609990046e-05,0.4014395358861125,7.510837034783806e-08,-3.984948355269879e-07,-2.069939484054022e-05,-0.04375174521973122,0.00021463220923717723,-1.6657192708519427e-05,0.003890837661905137
beta_s_3,0.030921550831787676,6.17595136248595e-07,-2.581694190428026e-06,-7.9361971164762e-06,-0.47599495707172546,7.540416340838728e-09,7.142592302086849e-07,5.33678296212569e-05,0.0009854222356348882,-1.6657192708519427e-05,2.98629491855068e-06,-6.896495875842279e-05
n_3,-1.4268026759846775,-1.6687450526637066e-05,0.0005753920401680774,0.0010346382440345715,-87.68401332049952,-4.231488356367529e-06,0.00010638609205478438,0.013952670406637727,3.069396157540665,0.003890837661905137,-6.896495875842279e-05,0.555373324538466
