,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2
norm_1,2.6364461673098973,0.00748134050414984,0.0026377362871799863,3.6895266983745785,0.00015723392588547515,0.0001613649611659424,0.0015892470674177847,-0.012585903761672271
temperature_1,0.00748134050414984,2.23319127721922e-05,7.749391491098144e-06,0.010844531493793363,4.896878139217096e-07,4.755402227162522e-07,4.675269784929544e-06,-3.709718563311576e-05
beta_s_1,0.0026377362871799863,7.749391491098144e-06,2.785318097825292e-06,0.0038234199180731026,1.8454269874594574e-07,1.6834708651752232e-07,1.6514589086598889e-06,-1.3148808671311824e-05
n_1,3.6895266983745785,0.010844531493793363,0.0038234199180731026,5.331905593374149,0.0002510596193821665,0.00023462862822309121,0.002303730220606191,-0.01830974908309417
norm_2,0.00015723392588547515,4.896878139217096e-07,1.8454269874594574e-07,0.0002510596193821665,0.1587218832555528,-4.651408204642809e-08,6.312799578325142e-08,3.876090433780616e-06
temperature_2,0.0001613649611659424,4.755402227162522e-07,1.6834708651752232e-07,0.00023462862822309121,-4.651408204642809e-08,1.7998523854024878e-08,9.805317840650353e-08,-6.031184540141941e-07
beta_s_2,0.0015892470674177847,4.675269784929544e-06,1.6514589086598889e-06,0.002303730220606191,6.312799578325142e-08,9.805317840650353e-08,1.0572105385967082e-06,-7.4891674189006895e-06
n_2,-0.012585903761672271,-3.709718563311576e-05,-1.3148808671311824e-05,-0.01830974908309417,3.876090433780616e-06,-6.031184540141941e-07,-7.4891674189006895e-06,0.00016914049353885355
