,norm_1,temperature_1,q_1
norm_1,91133.699684748,-0.5031722256841049,0.3536996330852133
temperature_1,-0.5031722256841049,2.8654841769400254e-06,-2.12991770495796e-06
q_1,0.3536996330852133,-2.12991770495796e-06,1.995811903987012e-06
