,norm_1,temperature_1,U_1
norm_1,205.12513254203387,-0.07095846620398544,-1.8219862209776754e-07
temperature_1,-0.07095846620398544,2.5585573721468004e-05,-1.1855103448216276e-09
U_1,-1.8219862209776754e-07,-1.1855103448216276e-09,1.7309282940697014e-08
