,norm_1,temperature_1,U_1
norm_1,69.5289565920316,-0.03731474682289666,5.480388652617104e-07
temperature_1,-0.03731474682289666,2.0981493351115932e-05,5.186982271881561e-09
U_1,5.480388652617104e-07,5.186982271881561e-09,4.850049718652981e-08
