,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2,norm_3,temperature_3,beta_s_3,n_3
norm_1,0.1918883504961563,0.0014178390342727183,5.2098870174474904e-05,0.5071492832894149,-1.4947749719358385,-5.098874822566821e-06,2.8684738751416562e-05,0.0007865434870189142,-0.5918190887011247,2.5466692224249628e-05,8.057691832776493e-05,0.005281921670458928
temperature_1,0.0014178390342727183,0.00013093039282825524,-1.3832257908823044e-07,0.01384806796338014,-0.025722112131308913,-1.1855019753933302e-07,2.472910265221865e-07,3.230338042477124e-06,-0.024192332465312792,1.5949780211452735e-06,4.3161863580226905e-06,0.0002234313404699705
beta_s_1,5.2098870174474904e-05,-1.3832257908823044e-07,9.93195613177823e-07,0.0005178842448632602,-0.00048520418340480093,-5.470608399438441e-09,-2.0056011294570585e-08,-2.002511037689937e-06,-0.0019933102471803824,1.5534709119332323e-07,4.0022458013559246e-07,1.723767253021849e-05
n_1,0.5071492832894149,0.01384806796338014,0.0005178842448632602,2.412970509621589,-4.680856312267493,-1.8398694256188392e-05,0.00010381218782108314,0.0002997436700557792,-5.227874432963101,0.0002794663743852249,0.0008075955244764021,0.04875990367492657
norm_2,-1.4947749719358385,-0.025722112131308913,-0.00048520418340480093,-4.680856312267493,27708.64181021502,-0.11170444329820962,0.1332248952402253,0.506619916336368,-2568.7978518408377,-0.03286492041683265,0.01841152924555897,-14.404395716288217
temperature_2,-5.098874822566821e-06,-1.1855019753933302e-07,-5.470608399438441e-09,-1.8398694256188392e-05,-0.11170444329820962,7.900767642783254e-07,-5.693932048879586e-07,2.3202676793534456e-05,-0.00799945962717506,-1.012566262730844e-07,1.4040255955789307e-07,-1.3694416781599562e-05
beta_s_2,2.8684738751416562e-05,2.472910265221865e-07,-2.0056011294570585e-08,0.00010381218782108314,0.1332248952402253,-5.693932048879586e-07,5.676877608032985e-06,3.718198262154528e-05,-0.01703913484972779,3.200200479004048e-07,1.271837666610437e-06,0.00041871889390932997
n_2,0.0007865434870189142,3.230338042477124e-06,-2.002511037689937e-06,0.0002997436700557792,0.506619916336368,2.3202676793534456e-05,3.718198262154528e-05,0.003708034888379749,-1.0456029331329548,-8.540628563330318e-06,1.0831501104534044e-06,-0.0051117137746130034
norm_3,-0.5918190887011247,-0.024192332465312792,-0.0019933102471803824,-5.227874432963101,-2568.7978518408377,-0.00799945962717506,-0.01703913484972779,-1.0456029331329548,2940.5029204117745,-0.03361994989288853,-0.011844527328712695,7.113789359536231
temperature_3,2.5466692224249628e-05,1.5949780211452735e-06,1.5534709119332323e-07,0.0002794663743852249,-0.03286492041683265,-1.012566262730844e-07,3.200200479004048e-07,-8.540628563330318e-06,-0.03361994989288853,4.8516026078838315e-06,-1.1364036362052347e-06,0.0002989360422306868
beta_s_3,8.057691832776493e-05,4.3161863580226905e-06,4.0022458013559246e-07,0.0008075955244764021,0.01841152924555897,1.4040255955789307e-07,1.271837666610437e-06,1.0831501104534044e-06,-0.011844527328712695,-1.1364036362052347e-06,1.9911910360915064e-06,0.00015969967208450664
n_3,0.005281921670458928,0.0002234313404699705,1.723767253021849e-05,0.04875990367492657,-14.404395716288217,-1.3694416781599562e-05,0.00041871889390932997,-0.0051117137746130034,7.113789359536231,0.0002989360422306868,0.00015969967208450664,0.13305183860263023
