,norm_1,temperature_1,q_1
norm_1,6095.230070882415,-0.10180545032859886,0.05255603749795545
temperature_1,-0.10180545032859886,1.7765973467492847e-06,-9.738258275085568e-07
q_1,0.05255603749795545,-9.738258275085568e-07,6.384188416144828e-07
