,norm_1,temperature_1,q_1,norm_2,temperature_2,q_2
norm_1,95743152.59761864,-84.21149975240739,307.6681318471596,-342896.675813712,11.658464265708272,-3.0386359813853163
temperature_1,-84.21149975240739,7.469737814229571e-05,-0.0002777944414696837,0.31531797157370217,-1.0665658938449726e-05,2.7351490523965786e-06
q_1,307.6681318471596,-0.0002777944414696837,0.0011397733439518448,-1.9079754609263078,6.85353129508061e-05,-2.0520556039323194e-05
norm_2,-342896.675813712,0.31531797157370217,-1.9079754609263078,8822.315643238599,-0.3577214385931198,0.13664517036991908
temperature_2,11.658464265708272,-1.0665658938449726e-05,6.85353129508061e-05,-0.3577214385931198,1.4859756492746427e-05,-5.928257985429674e-06
q_2,-3.0386359813853163,2.7351490523965786e-06,-2.0520556039323194e-05,0.13664517036991908,-5.928257985429674e-06,2.646058721593221e-06
