,norm_1,temperature_1,U_1,norm_2,temperature_2,U_2
norm_1,352058.20379970677,7.471771444279915,171.159301759911,895.0137345827629,-1.7922992213317173,6.402757890425553e-06
temperature_1,7.471771444279915,0.0002834137006493495,0.005311799152912112,-0.03616678227489863,7.220525070989621e-05,-3.5362995949305e-10
U_1,171.159301759911,0.005311799152912112,0.10596159554730294,-0.2660326543305715,0.0005260570190483216,-2.1160774878748375e-09
norm_2,895.0137345827629,-0.03616678227489863,-0.2660326543305715,44.29571905939946,-0.09240230479684713,3.9263606506825675e-06
temperature_2,-1.7922992213317173,7.220525070989621e-05,0.0005260570190483216,-0.09240230479684713,0.0001996178548634063,1.4934622165141754e-07
U_2,6.402757890425553e-06,-3.5362995949305e-10,-2.1160774878748375e-09,3.9263606506825675e-06,1.4934622165141754e-07,1.0776820042101157e-07
